week_period,week_start,week_end,official_holiday_days
2044-10-10/2044-10-16,2044-10-10,2044-10-16,0
2044-10-17/2044-10-23,2044-10-17,2044-10-23,0
2044-10-24/2044-10-30,2044-10-24,2044-10-30,0
2044-10-31/2044-11-06,2044-10-31,2044-11-06,1
2044-11-07/2044-11-13,2044-11-07,2044-11-13,1
2044-11-14/2044-11-20,2044-11-14,2044-11-20,0
2044-11-21/2044-11-27,2044-11-21,2044-11-27,0
2044-11-28/2044-12-04,2044-11-28,2044-12-04,2
2044-12-05/2044-12-11,2044-12-05,2044-12-11,0
2044-12-12/2044-12-18,2044-12-12,2044-12-18,0
2044-12-19/2044-12-25,2044-12-19,2044-12-25,0
2044-12-26/2045-01-01,2044-12-26,2045-01-01,0
2045-01-02/2045-01-08,2045-01-02,2045-01-08,0
2045-01-09/2045-01-15,2045-01-09,2045-01-15,1
2045-01-16/2045-01-22,2045-01-16,2045-01-22,2
2045-01-23/2045-01-29,2045-01-23,2045-01-29,1
2045-01-30/2045-02-05,2045-01-30,2045-02-05,1
2045-02-06/2045-02-12,2045-02-06,2045-02-12,1
2045-02-13/2045-02-19,2045-02-13,2045-02-19,0
2045-02-20/2045-02-26,2045-02-20,2045-02-26,0
2045-02-27/2045-03-05,2045-02-27,2045-03-05,0
2045-03-06/2045-03-12,2045-03-06,2045-03-12,0
2045-03-13/2045-03-19,2045-03-13,2045-03-19,1
2045-03-20/2045-03-26,2045-03-20,2045-03-26,4
2045-03-27/2045-04-02,2045-03-27,2045-04-02,2
2045-04-03/2045-04-09,2045-04-03,2045-04-09,0
2045-04-10/2045-04-16,2045-04-10,2045-04-16,0
2045-04-17/2045-04-23,2045-04-17,2045-04-23,1
2045-04-24/2045-04-30,2045-04-24,2045-04-30,0
2045-05-01/2045-05-07,2045-05-01,2045-05-07,0
2045-05-08/2045-05-14,2045-05-08,2045-05-14,0
2045-05-15/2045-05-21,2045-05-15,2045-05-21,0
2045-05-22/2045-05-28,2045-05-22,2045-05-28,0
2045-05-29/2045-06-04,2045-05-29,2045-06-04,3
2045-06-05/2045-06-11,2045-06-05,2045-06-11,0
2045-06-12/2045-06-18,2045-06-12,2045-06-18,1
2045-06-19/2045-06-25,2045-06-19,2045-06-25,0
2045-06-26/2045-07-02,2045-06-26,2045-07-02,1
2045-07-03/2045-07-09,2045-07-03,2045-07-09,0
2045-07-10/2045-07-16,2045-07-10,2045-07-16,0
2045-07-17/2045-07-23,2045-07-17,2045-07-23,0
2045-07-24/2045-07-30,2045-07-24,2045-07-30,0
2045-07-31/2045-08-06,2045-07-31,2045-08-06,1
2045-08-07/2045-08-13,2045-08-07,2045-08-13,0
2045-08-14/2045-08-20,2045-08-14,2045-08-20,2
2045-08-21/2045-08-27,2045-08-21,2045-08-27,0
2045-08-28/2045-09-03,2045-08-28,2045-09-03,0
2045-09-04/2045-09-10,2045-09-04,2045-09-10,1
2045-09-11/2045-09-17,2045-09-11,2045-09-17,0
2045-09-18/2045-09-24,2045-09-18,2045-09-24,0
2045-09-25/2045-10-01,2045-09-25,2045-10-01,0
2045-10-02/2045-10-08,2045-10-02,2045-10-08,0
2045-10-09/2045-10-15,2045-10-09,2045-10-15,0
2045-10-16/2045-10-22,2045-10-16,2045-10-22,1
2045-10-23/2045-10-29,2045-10-23,2045-10-29,0
2045-10-30/2045-11-05,2045-10-30,2045-11-05,1
2045-11-06/2045-11-12,2045-11-06,2045-11-12,0
2045-11-13/2045-11-19,2045-11-13,2045-11-19,1
2045-11-20/2045-11-26,2045-11-20,2045-11-26,1
2045-11-27/2045-12-03,2045-11-27,2045-12-03,0
2045-12-04/2045-12-10,2045-12-04,2045-12-10,0
2045-12-11/2045-12-17,2045-12-11,2045-12-17,0
2045-12-18/2045-12-24,2045-12-18,2045-12-24,0
2045-12-25/2045-12-31,2045-12-25,2045-12-31,1
2046-01-01/2046-01-07,2046-01-01,2046-01-07,1
2046-01-08/2046-01-14,2046-01-08,2046-01-14,1
2046-01-15/2046-01-21,2046-01-15,2046-01-21,1
2046-01-22/2046-01-28,2046-01-22,2046-01-28,1
2046-01-29/2046-02-04,2046-01-29,2046-02-04,0
2046-02-05/2046-02-11,2046-02-05,2046-02-11,1
2046-02-12/2046-02-18,2046-02-12,2046-02-18,0
2046-02-19/2046-02-25,2046-02-19,2046-02-25,0
2046-02-26/2046-03-04,2046-02-26,2046-03-04,0
2046-03-05/2046-03-11,2046-03-05,2046-03-11,0
2046-03-12/2046-03-18,2046-03-12,2046-03-18,0
2046-03-19/2046-03-25,2046-03-19,2046-03-25,6
2046-03-26/2046-04-01,2046-03-26,2046-04-01,1
2046-04-02/2046-04-08,2046-04-02,2046-04-08,1
2046-04-09/2046-04-15,2046-04-09,2046-04-15,1
2046-04-16/2046-04-22,2046-04-16,2046-04-22,0
2046-04-23/2046-04-29,2046-04-23,2046-04-29,0
2046-04-30/2046-05-06,2046-04-30,2046-05-06,0
2046-05-07/2046-05-13,2046-05-07,2046-05-13,0
2046-05-14/2046-05-20,2046-05-14,2046-05-20,1
2046-05-21/2046-05-27,2046-05-21,2046-05-27,0
2046-05-28/2046-06-03,2046-05-28,2046-06-03,1
2046-06-04/2046-06-10,2046-06-04,2046-06-10,2
2046-06-11/2046-06-17,2046-06-11,2046-06-17,0
2046-06-18/2046-06-24,2046-06-18,2046-06-24,1
2046-06-25/2046-07-01,2046-06-25,2046-07-01,0
2046-07-02/2046-07-08,2046-07-02,2046-07-08,0
2046-07-09/2046-07-15,2046-07-09,2046-07-15,0
2046-07-16/2046-07-22,2046-07-16,2046-07-22,0
2046-07-23/2046-07-29,2046-07-23,2046-07-29,1
2046-07-30/2046-08-05,2046-07-30,2046-08-05,2
2046-08-06/2046-08-12,2046-08-06,2046-08-12,0
2046-08-13/2046-08-19,2046-08-13,2046-08-19,0
2046-08-20/2046-08-26,2046-08-20,2046-08-26,0
2046-08-27/2046-09-02,2046-08-27,2046-09-02,1
2046-09-03/2046-09-09,2046-09-03,2046-09-09,0
2046-09-10/2046-09-16,2046-09-10,2046-09-16,0
2046-09-17/2046-09-23,2046-09-17,2046-09-23,0
2046-09-24/2046-09-30,2046-09-24,2046-09-30,0
2046-10-01/2046-10-07,2046-10-01,2046-10-07,0
2046-10-08/2046-10-14,2046-10-08,2046-10-14,1
2046-10-15/2046-10-21,2046-10-15,2046-10-21,1
2046-10-22/2046-10-28,2046-10-22,2046-10-28,0
2046-10-29/2046-11-04,2046-10-29,2046-11-04,0
2046-11-05/2046-11-11,2046-11-05,2046-11-11,2
2046-11-12/2046-11-18,2046-11-12,2046-11-18,0
2046-11-19/2046-11-25,2046-11-19,2046-11-25,0
2046-11-26/2046-12-02,2046-11-26,2046-12-02,0
2046-12-03/2046-12-09,2046-12-03,2046-12-09,0
2046-12-10/2046-12-16,2046-12-10,2046-12-16,0
2046-12-17/2046-12-23,2046-12-17,2046-12-23,1
2046-12-24/2046-12-30,2046-12-24,2046-12-30,2
2046-12-31/2047-01-06,2046-12-31,2047-01-06,1
2047-01-07/2047-01-13,2047-01-07,2047-01-13,0
2047-01-14/2047-01-20,2047-01-14,2047-01-20,1
2047-01-21/2047-01-27,2047-01-21,2047-01-27,0
2047-01-28/2047-02-03,2047-01-28,2047-02-03,0
2047-02-04/2047-02-10,2047-02-04,2047-02-10,0
2047-02-11/2047-02-17,2047-02-11,2047-02-17,1
2047-02-18/2047-02-24,2047-02-18,2047-02-24,0
2047-02-25/2047-03-03,2047-02-25,2047-03-03,0
2047-03-04/2047-03-10,2047-03-04,2047-03-10,0
2047-03-11/2047-03-17,2047-03-11,2047-03-17,0
2047-03-18/2047-03-24,2047-03-18,2047-03-24,5
2047-03-25/2047-03-31,2047-03-25,2047-03-31,1
2047-04-01/2047-04-07,2047-04-01,2047-04-07,2
2047-04-08/2047-04-14,2047-04-08,2047-04-14,0
2047-04-15/2047-04-21,2047-04-15,2047-04-21,0
2047-04-22/2047-04-28,2047-04-22,2047-04-28,0
2047-04-29/2047-05-05,2047-04-29,2047-05-05,0
2047-05-06/2047-05-12,2047-05-06,2047-05-12,1
2047-05-13/2047-05-19,2047-05-13,2047-05-19,0
2047-05-20/2047-05-26,2047-05-20,2047-05-26,1
2047-05-27/2047-06-02,2047-05-27,2047-06-02,0
2047-06-03/2047-06-09,2047-06-03,2047-06-09,2
2047-06-10/2047-06-16,2047-06-10,2047-06-16,1
2047-06-17/2047-06-23,2047-06-17,2047-06-23,0
2047-06-24/2047-06-30,2047-06-24,2047-06-30,0
2047-07-01/2047-07-07,2047-07-01,2047-07-07,0
2047-07-08/2047-07-14,2047-07-08,2047-07-14,0
2047-07-15/2047-07-21,2047-07-15,2047-07-21,1
2047-07-22/2047-07-28,2047-07-22,2047-07-28,2
2047-07-29/2047-08-04,2047-07-29,2047-08-04,0
2047-08-05/2047-08-11,2047-08-05,2047-08-11,0
2047-08-12/2047-08-18,2047-08-12,2047-08-18,1
2047-08-19/2047-08-25,2047-08-19,2047-08-25,0
2047-08-26/2047-09-01,2047-08-26,2047-09-01,0
2047-09-02/2047-09-08,2047-09-02,2047-09-08,0
2047-09-09/2047-09-15,2047-09-09,2047-09-15,0
2047-09-16/2047-09-22,2047-09-16,2047-09-22,0
2047-09-23/2047-09-29,2047-09-23,2047-09-29,0
2047-09-30/2047-10-06,2047-09-30,2047-10-06,1
2047-10-07/2047-10-13,2047-10-07,2047-10-13,1
2047-10-14/2047-10-20,2047-10-14,2047-10-20,0
2047-10-21/2047-10-27,2047-10-21,2047-10-27,0
2047-10-28/2047-11-03,2047-10-28,2047-11-03,2
2047-11-04/2047-11-10,2047-11-04,2047-11-10,0
2047-11-11/2047-11-17,2047-11-11,2047-11-17,0
2047-11-18/2047-11-24,2047-11-18,2047-11-24,0
2047-11-25/2047-12-01,2047-11-25,2047-12-01,0
2047-12-02/2047-12-08,2047-12-02,2047-12-08,0
2047-12-09/2047-12-15,2047-12-09,2047-12-15,1
2047-12-16/2047-12-22,2047-12-16,2047-12-22,2
2047-12-23/2047-12-29,2047-12-23,2047-12-29,1
2047-12-30/2048-01-05,2047-12-30,2048-01-05,1
2048-01-06/2048-01-12,2048-01-06,2048-01-12,0
2048-01-13/2048-01-19,2048-01-13,2048-01-19,0
2048-01-20/2048-01-26,2048-01-20,2048-01-26,0
2048-01-27/2048-02-02,2048-01-27,2048-02-02,0
2048-02-03/2048-02-09,2048-02-03,2048-02-09,0
2048-02-10/2048-02-16,2048-02-10,2048-02-16,1
2048-02-17/2048-02-23,2048-02-17,2048-02-23,0
2048-02-24/2048-03-01,2048-02-24,2048-03-01,0
2048-03-02/2048-03-08,2048-03-02,2048-03-08,0
2048-03-09/2048-03-15,2048-03-09,2048-03-15,0
2048-03-16/2048-03-22,2048-03-16,2048-03-22,4
2048-03-23/2048-03-29,2048-03-23,2048-03-29,1
2048-03-30/2048-04-05,2048-03-30,2048-04-05,2
2048-04-06/2048-04-12,2048-04-06,2048-04-12,0
2048-04-13/2048-04-19,2048-04-13,2048-04-19,0
2048-04-20/2048-04-26,2048-04-20,2048-04-26,0
2048-04-27/2048-05-03,2048-04-27,2048-05-03,1
2048-05-04/2048-05-10,2048-05-04,2048-05-10,0
2048-05-11/2048-05-17,2048-05-11,2048-05-17,1
2048-05-18/2048-05-24,2048-05-18,2048-05-24,0
2048-05-25/2048-05-31,2048-05-25,2048-05-31,1
2048-06-01/2048-06-07,2048-06-01,2048-06-07,2
2048-06-08/2048-06-14,2048-06-08,2048-06-14,0
2048-06-15/2048-06-21,2048-06-15,2048-06-21,0
2048-06-22/2048-06-28,2048-06-22,2048-06-28,0
2048-06-29/2048-07-05,2048-06-29,2048-07-05,1
2048-07-06/2048-07-12,2048-07-06,2048-07-12,0
2048-07-13/2048-07-19,2048-07-13,2048-07-19,2
2048-07-20/2048-07-26,2048-07-20,2048-07-26,0
2048-07-27/2048-08-02,2048-07-27,2048-08-02,0
2048-08-03/2048-08-09,2048-08-03,2048-08-09,1
2048-08-10/2048-08-16,2048-08-10,2048-08-16,0
2048-08-17/2048-08-23,2048-08-17,2048-08-23,0
2048-08-24/2048-08-30,2048-08-24,2048-08-30,0
2048-08-31/2048-09-06,2048-08-31,2048-09-06,0
2048-09-07/2048-09-13,2048-09-07,2048-09-13,0
2048-09-14/2048-09-20,2048-09-14,2048-09-20,1
2048-09-21/2048-09-27,2048-09-21,2048-09-27,0
2048-09-28/2048-10-04,2048-09-28,2048-10-04,1
2048-10-05/2048-10-11,2048-10-05,2048-10-11,0
2048-10-12/2048-10-18,2048-10-12,2048-10-18,1
2048-10-19/2048-10-25,2048-10-19,2048-10-25,1
2048-10-26/2048-11-01,2048-10-26,2048-11-01,0
2048-11-02/2048-11-08,2048-11-02,2048-11-08,0
2048-11-09/2048-11-15,2048-11-09,2048-11-15,0
2048-11-16/2048-11-22,2048-11-16,2048-11-22,0
2048-11-23/2048-11-29,2048-11-23,2048-11-29,1
2048-11-30/2048-12-06,2048-11-30,2048-12-06,1
2048-12-07/2048-12-13,2048-12-07,2048-12-13,1
2048-12-14/2048-12-20,2048-12-14,2048-12-20,1
2048-12-21/2048-12-27,2048-12-21,2048-12-27,1
2048-12-28/2049-01-03,2048-12-28,2049-01-03,0
2049-01-04/2049-01-10,2049-01-04,2049-01-10,0
2049-01-11/2049-01-17,2049-01-11,2049-01-17,0
2049-01-18/2049-01-24,2049-01-18,2049-01-24,0
2049-01-25/2049-01-31,2049-01-25,2049-01-31,0
2049-02-01/2049-02-07,2049-02-01,2049-02-07,0
2049-02-08/2049-02-14,2049-02-08,2049-02-14,1
2049-02-15/2049-02-21,2049-02-15,2049-02-21,0
2049-02-22/2049-02-28,2049-02-22,2049-02-28,0
2049-03-01/2049-03-07,2049-03-01,2049-03-07,0
2049-03-08/2049-03-14,2049-03-08,2049-03-14,1
2049-03-15/2049-03-21,2049-03-15,2049-03-21,3
2049-03-22/2049-03-28,2049-03-22,2049-03-28,2
2049-03-29/2049-04-04,2049-03-29,2049-04-04,2
2049-04-05/2049-04-11,2049-04-05,2049-04-11,0
2049-04-12/2049-04-18,2049-04-12,2049-04-18,1
2049-04-19/2049-04-25,2049-04-19,2049-04-25,0
2049-04-26/2049-05-02,2049-04-26,2049-05-02,1
2049-05-03/2049-05-09,2049-05-03,2049-05-09,0
2049-05-10/2049-05-16,2049-05-10,2049-05-16,0
2049-05-17/2049-05-23,2049-05-17,2049-05-23,1
2049-05-24/2049-05-30,2049-05-24,2049-05-30,0
2049-05-31/2049-06-06,2049-05-31,2049-06-06,2
2049-06-07/2049-06-13,2049-06-07,2049-06-13,0
2049-06-14/2049-06-20,2049-06-14,2049-06-20,0
2049-06-21/2049-06-27,2049-06-21,2049-06-27,1
2049-06-28/2049-07-04,2049-06-28,2049-07-04,2
2049-07-05/2049-07-11,2049-07-05,2049-07-11,0
2049-07-12/2049-07-18,2049-07-12,2049-07-18,0
2049-07-19/2049-07-25,2049-07-19,2049-07-25,0
2049-07-26/2049-08-01,2049-07-26,2049-08-01,1
2049-08-02/2049-08-08,2049-08-02,2049-08-08,0
2049-08-09/2049-08-15,2049-08-09,2049-08-15,0
2049-08-16/2049-08-22,2049-08-16,2049-08-22,0
2049-08-23/2049-08-29,2049-08-23,2049-08-29,0
2049-08-30/2049-09-05,2049-08-30,2049-09-05,0
2049-09-06/2049-09-12,2049-09-06,2049-09-12,1
2049-09-13/2049-09-19,2049-09-13,2049-09-19,1
2049-09-20/2049-09-26,2049-09-20,2049-09-26,0
2049-09-27/2049-10-03,2049-09-27,2049-10-03,0
2049-10-04/2049-10-10,2049-10-04,2049-10-10,2
2049-10-11/2049-10-17,2049-10-11,2049-10-17,0
2049-10-18/2049-10-24,2049-10-18,2049-10-24,0
2049-10-25/2049-10-31,2049-10-25,2049-10-31,0
2049-11-01/2049-11-07,2049-11-01,2049-11-07,0
2049-11-08/2049-11-14,2049-11-08,2049-11-14,0
2049-11-15/2049-11-21,2049-11-15,2049-11-21,1
2049-11-22/2049-11-28,2049-11-22,2049-11-28,2
2049-11-29/2049-12-05,2049-11-29,2049-12-05,1
2049-12-06/2049-12-12,2049-12-06,2049-12-12,0
2049-12-13/2049-12-19,2049-12-13,2049-12-19,1
2049-12-20/2049-12-26,2049-12-20,2049-12-26,0
2049-12-27/2050-01-02,2049-12-27,2050-01-02,0
2050-01-03/2050-01-09,2050-01-03,2050-01-09,0
2050-01-10/2050-01-16,2050-01-10,2050-01-16,0
2050-01-17/2050-01-23,2050-01-17,2050-01-23,0
2050-01-24/2050-01-30,2050-01-24,2050-01-30,0
2050-01-31/2050-02-06,2050-01-31,2050-02-06,0
2050-02-07/2050-02-13,2050-02-07,2050-02-13,1
2050-02-14/2050-02-20,2050-02-14,2050-02-20,0
2050-02-21/2050-02-27,2050-02-21,2050-02-27,1
2050-02-28/2050-03-06,2050-02-28,2050-03-06,0
2050-03-07/2050-03-13,2050-03-07,2050-03-13,0
2050-03-14/2050-03-20,2050-03-14,2050-03-20,2
2050-03-21/2050-03-27,2050-03-21,2050-03-27,4
2050-03-28/2050-04-03,2050-03-28,2050-04-03,2
2050-04-04/2050-04-10,2050-04-04,2050-04-10,1
2050-04-11/2050-04-17,2050-04-11,2050-04-17,0
2050-04-18/2050-04-24,2050-04-18,2050-04-24,1
2050-04-25/2050-05-01,2050-04-25,2050-05-01,0
2050-05-02/2050-05-08,2050-05-02,2050-05-08,1
2050-05-09/2050-05-15,2050-05-09,2050-05-15,0
2050-05-16/2050-05-22,2050-05-16,2050-05-22,0
2050-05-23/2050-05-29,2050-05-23,2050-05-29,0
2050-05-30/2050-06-05,2050-05-30,2050-06-05,2
2050-06-06/2050-06-12,2050-06-06,2050-06-12,1
2050-06-13/2050-06-19,2050-06-13,2050-06-19,0
2050-06-20/2050-06-26,2050-06-20,2050-06-26,2
2050-06-27/2050-07-03,2050-06-27,2050-07-03,0
2050-07-04/2050-07-10,2050-07-04,2050-07-10,0
2050-07-11/2050-07-17,2050-07-11,2050-07-17,1
2050-07-18/2050-07-24,2050-07-18,2050-07-24,0
2050-07-25/2050-07-31,2050-07-25,2050-07-31,0
2050-08-01/2050-08-07,2050-08-01,2050-08-07,0
2050-08-08/2050-08-14,2050-08-08,2050-08-14,0
2050-08-15/2050-08-21,2050-08-15,2050-08-21,0
2050-08-22/2050-08-28,2050-08-22,2050-08-28,0
2050-08-29/2050-09-04,2050-08-29,2050-09-04,1
2050-09-05/2050-09-11,2050-09-05,2050-09-11,1
2050-09-12/2050-09-18,2050-09-12,2050-09-18,0
2050-09-19/2050-09-25,2050-09-19,2050-09-25,0
2050-09-26/2050-10-02,2050-09-26,2050-10-02,2
2050-10-03/2050-10-09,2050-10-03,2050-10-09,0
2050-10-10/2050-10-16,2050-10-10,2050-10-16,0
2050-10-17/2050-10-23,2050-10-17,2050-10-23,0
2050-10-24/2050-10-30,2050-10-24,2050-10-30,0
2050-10-31/2050-11-06,2050-10-31,2050-11-06,1
2050-11-07/2050-11-13,2050-11-07,2050-11-13,0
2050-11-14/2050-11-20,2050-11-14,2050-11-20,2
2050-11-21/2050-11-27,2050-11-21,2050-11-27,1
2050-11-28/2050-12-04,2050-11-28,2050-12-04,1
2050-12-05/2050-12-11,2050-12-05,2050-12-11,0
2050-12-12/2050-12-18,2050-12-12,2050-12-18,0
2050-12-19/2050-12-25,2050-12-19,2050-12-25,0
2050-12-26/2051-01-01,2050-12-26,2051-01-01,0
2051-01-02/2051-01-08,2051-01-02,2051-01-08,0
2051-01-09/2051-01-15,2051-01-09,2051-01-15,0
2051-01-16/2051-01-22,2051-01-16,2051-01-22,0
2051-01-23/2051-01-29,2051-01-23,2051-01-29,0
2051-01-30/2051-02-05,2051-01-30,2051-02-05,0
2051-02-06/2051-02-12,2051-02-06,2051-02-12,1
2051-02-13/2051-02-19,2051-02-13,2051-02-19,1
2051-02-20/2051-02-26,2051-02-20,2051-02-26,0
2051-02-27/2051-03-05,2051-02-27,2051-03-05,0
2051-03-06/2051-03-12,2051-03-06,2051-03-12,0
2051-03-13/2051-03-19,2051-03-13,2051-03-19,0
2051-03-20/2051-03-26,2051-03-20,2051-03-26,5
2051-03-27/2051-04-02,2051-03-27,2051-04-02,3
2051-04-03/2051-04-09,2051-04-03,2051-04-09,0
2051-04-10/2051-04-16,2051-04-10,2051-04-16,1
2051-04-17/2051-04-23,2051-04-17,2051-04-23,0
2051-04-24/2051-04-30,2051-04-24,2051-04-30,1
2051-05-01/2051-05-07,2051-05-01,2051-05-07,0
2051-05-08/2051-05-14,2051-05-08,2051-05-14,0
2051-05-15/2051-05-21,2051-05-15,2051-05-21,0
2051-05-22/2051-05-28,2051-05-22,2051-05-28,0
2051-05-29/2051-06-04,2051-05-29,2051-06-04,2
2051-06-05/2051-06-11,2051-06-05,2051-06-11,2
2051-06-12/2051-06-18,2051-06-12,2051-06-18,1
2051-06-19/2051-06-25,2051-06-19,2051-06-25,0
2051-06-26/2051-07-02,2051-06-26,2051-07-02,0
2051-07-03/2051-07-09,2051-07-03,2051-07-09,1
2051-07-10/2051-07-16,2051-07-10,2051-07-16,0
2051-07-17/2051-07-23,2051-07-17,2051-07-23,0
2051-07-24/2051-07-30,2051-07-24,2051-07-30,0
2051-07-31/2051-08-06,2051-07-31,2051-08-06,0
2051-08-07/2051-08-13,2051-08-07,2051-08-13,0
2051-08-14/2051-08-20,2051-08-14,2051-08-20,1
2051-08-21/2051-08-27,2051-08-21,2051-08-27,1
2051-08-28/2051-09-03,2051-08-28,2051-09-03,0
2051-09-04/2051-09-10,2051-09-04,2051-09-10,0
2051-09-11/2051-09-17,2051-09-11,2051-09-17,2
2051-09-18/2051-09-24,2051-09-18,2051-09-24,0
2051-09-25/2051-10-01,2051-09-25,2051-10-01,0
2051-10-02/2051-10-08,2051-10-02,2051-10-08,0
2051-10-09/2051-10-15,2051-10-09,2051-10-15,0
2051-10-16/2051-10-22,2051-10-16,2051-10-22,0
2051-10-23/2051-10-29,2051-10-23,2051-10-29,1
2051-10-30/2051-11-05,2051-10-30,2051-11-05,2
2051-11-06/2051-11-12,2051-11-06,2051-11-12,0
2051-11-13/2051-11-19,2051-11-13,2051-11-19,1
2051-11-20/2051-11-26,2051-11-20,2051-11-26,1
2051-11-27/2051-12-03,2051-11-27,2051-12-03,0
2051-12-04/2051-12-10,2051-12-04,2051-12-10,0
2051-12-11/2051-12-17,2051-12-11,2051-12-17,0
2051-12-18/2051-12-24,2051-12-18,2051-12-24,0
2051-12-25/2051-12-31,2051-12-25,2051-12-31,0
2052-01-01/2052-01-07,2052-01-01,2052-01-07,0
2052-01-08/2052-01-14,2052-01-08,2052-01-14,0
2052-01-15/2052-01-21,2052-01-15,2052-01-21,0
2052-01-22/2052-01-28,2052-01-22,2052-01-28,0
2052-01-29/2052-02-04,2052-01-29,2052-02-04,0
2052-02-05/2052-02-11,2052-02-05,2052-02-11,2
2052-02-12/2052-02-18,2052-02-12,2052-02-18,0
2052-02-19/2052-02-25,2052-02-19,2052-02-25,0
2052-02-26/2052-03-03,2052-02-26,2052-03-03,0
2052-03-04/2052-03-10,2052-03-04,2052-03-10,0
2052-03-11/2052-03-17,2052-03-11,2052-03-17,1
2052-03-18/2052-03-24,2052-03-18,2052-03-24,1
